id,sid1,sid2,sentence1,sentence2,is_duplicate
307,615,616,The study subject is a camera man,The man in the purple hat is operating a camera that makes videos,0
308,617,618,The man in the purple hat is operating a camera that makes videos,A man with a camera is studying the subject,0
309,619,620,The bride and the groom are leaving after the marriage,The bride and the groom are leaving after the wedding,1
310,621,622,The bride and the groom are arriving one hour before the wedding,The bride and the groom will arrive earlier for the wedding,1
311,623,624,A married couple is walking up the aisle,A married couple is walking down the aisle,1
312,625,626,The priest is walking down the aisle to marry a couple,The bride and the groom are leaving after the wedding,0
313,627,628,The bride and the groom are leaving after the marriage,A married couple is walking down the aisle,0
314,629,630,The bride and the groom are arriving after the wedding,A married couple is walking down the aisle,0
315,631,632,A married couple is walking down the aisle,The bride is leaving the groom after the wedding,0
316,633,634,A married couple is walking down the aisle,The bride and the groom are leaving after the wedding,0
317,635,636,The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,1
318,637,638,The presentation is being attended by a classroom of students,A classroom is full of students,0
319,639,640,The presentation is being watched by a classroom of students,A classroom is empty,0
320,641,642,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,0
321,643,644,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow,0
322,645,646,The kid is happily sliding in the snow,The kid is sliding in the snow,1
323,647,648,A snow slide is full of kids,The kid is sliding in the snow,0
324,649,650,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,The kid is still in the snow,0
325,651,652,The kid is sliding in the snow,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,0
326,653,654,A woman and a dog are peacefully sitting on a tree stump,A woman and a dog are sitting on a tree stump,1
327,655,656,"A woman, who is old, is near a dog that has a white coat","A woman, who is old, is near a white dog",1
328,657,658,"A woman, who is old, is far from a white dog",A woman and a dog are sitting on a tree stump,0
329,659,660,A man is watering the grass and excitedly playing with a dog,A dog is excitedly playing with water in the grass,0
330,661,662,The dog is biting some droplets of water,The dog is snapping at some droplets of water,1
331,663,664,The dog is snapping at some droplets of water,The dog isn't snapping at some droplets of water,0
332,665,666,A dog is excitedly playing with water in the grass,A snap is depicting some water falling in droplets on the dog,0
333,667,668,The dog is snapping at some droplets of water,There is no dog excitedly playing with water in the grass,0
334,669,670,A man is watering the grass and excitedly playing with a dog,The dog is snapping at some droplets of water,0
335,671,672,"Two people are in the snow, wearing clothes that provide camouflage","Some people are in the snow, wearing camouflage clothes",1
336,673,674,Nobody is in the snow wearing clothes that provide camouflage,"Two people are in the snow, wearing clothes that provide camouflage",0
337,675,676,"Some people are in the snow, wearing clothes that provide camouflage",Two people are walking two dogs with golden coats in the snow,0
338,677,678,"Two people are in the snow, wearing clothes that provide camouflage",Two men are walking two dogs with golden coats in the snow,0
339,679,680,"Two people are in the snow, wearing clothes that provide camouflage",Two people are walking two dogs with golden coats in the snow,0
340,681,682,There is no girl wearing a t-shirt and keeping her mouth open,"A girl from Asia, in front of a brick window, looks surprised",0
341,683,684,"A girl from Asia, in front of a window made of bricks, looks surprised",A girl is wearing a t-shirt and has her mouth open.,0
342,685,686,"A girl from Asia, in front of a brick window, doesn't look surprised",A girl is wearing a t-shirt and has her mouth open.,0
343,687,688,A person in biking gear is standing steadily in front of some mountains ,The mountain gear is steadily placed in front of the standing biker,0
344,689,690,There is no person in bike gear standing steadily in front of the mountains,A group of people is equipped with protective gear,0
345,691,692,A group of people is equipped with gear used for protection,A person in biking gear is standing steadily in front of some mountains ,0
346,693,694,A group of people is equipped with unprotective gear,A person in biking gear is standing steadily in front of some mountains ,0
347,695,696,The little kid is playing football and falling into the grass,The little child is playing football and falling harmlessly into the grass,1
348,697,698,There is no little kid playing football,Children are not playing football,1
349,699,700,The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling into the grass,0
350,701,702,The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling into the grass,0
351,703,704,"A man with equipment used for climbing is hanging from a white, vertical rock.","A man with equipment used for climbing is under a vertical, white rock",0
352,705,706,A woman with a ponytail is climbing down a wall of rock,A woman with a ponytail is climbing a wall of rock,1
353,707,708,A woman with a ponytail is climbing a wall of rock,A woman is tailing a pony near a rock climbing wall,0
354,709,710,"A man with equipment used for climbing is hanging from a white, vertical rock.",A woman with pigtails is climbing a rock wall,0
